trade_date,expiry_date,days_to_expiry,stock_price,atm_strike,call_bid,call_ask,call_mid,put_bid,put_ask,put_mid,moneyness,implied_vol,open_interest,volume,risk_free_rate,call_spread_pct,put_spread_pct,liquid,skip_reason
2025-01-10,2025-02-13,34,817.3272094726562,820,17.75,18.0,17.87648872428764,15.35,15.55,15.44751747372834,0.9967404993568979,0.1674115490324561,4259,332,0.067,1.3984849254000369,1.2947064170028741,True,
2025-01-13,2025-02-13,31,804.5499267578125,800,20.7,21.05,20.86915892714677,11.7,11.85,11.779831179883843,1.0056874084472656,0.1711070992265348,5401,488,0.067,1.6771159835517788,1.2733629006173877,True,
2025-01-14,2025-02-13,30,812.3198852539062,810,19.5,19.8,19.671613292722668,12.8,13.0,12.903439362670497,1.00286405586902,0.1736137797569628,4805,390,0.067,1.5250401455938691,1.549974346983774,True,
2025-01-15,2025-02-20,36,810.568603515625,810,19.95,20.25,20.089354617677316,14.1,14.3,14.185740442024098,1.0007019796489198,0.167774831155974,5231,469,0.067,1.4933282114300495,1.409866484004722,True,
2025-01-16,2025-02-20,35,815.0086059570312,820,15.8,16.05,15.933518834985591,15.55,15.8,15.673580767992519,0.9939129340939405,0.1569992159232883,4038,302,0.067,1.5690193898102989,1.5950407485093157,True,
2025-01-17,2025-02-20,34,807.4605712890625,810,16.5,16.75,16.623880265049536,14.0,14.25,14.123763805131546,0.996864902826003,0.1562986697370726,5228,422,0.067,1.503860687240429,1.7700664174882919,True,
2025-01-20,2025-02-20,31,814.6138916015625,810,20.05,20.35,20.195340394904008,10.9,11.05,10.985305291523048,1.0056961624710647,0.1608542275192857,5201,260,0.067,1.485491178329934,1.3654604584885754,True,
2025-01-21,2025-02-20,30,810.2479248046875,810,16.85,17.1,16.988878908923425,12.2,12.4,12.292665428089947,1.000306080005787,0.1571538020430271,5746,365,0.067,1.4715508971500602,1.6269864430132577,True,
2025-01-22,2025-02-27,36,821.9152221679688,820,20.75,21.1,20.921423066148577,13.5,13.7,13.605325909015562,1.0023356367902059,0.1659756743986311,5593,340,0.067,1.6729263534960526,1.4700125622677616,True,
2025-01-23,2025-02-27,35,821.347900390625,820,20.15,20.45,20.29907402358492,13.6,13.8,13.6998415229981,1.0016437809641767,0.1661939785651886,5527,426,0.067,1.4778999261317987,1.459870901895168,True,
2025-01-24,2025-02-27,34,813.8986206054688,810,21.15,21.45,21.294138019632783,12.25,12.45,12.3559722433086,1.0048131118586034,0.1668272753210188,4033,399,0.067,1.408838431137276,1.6186504474248045,True,
2025-01-27,2025-02-27,31,804.0319213867188,800,19.9,20.2,20.03216322929768,11.35,11.55,11.460840853128445,1.0050399017333984,0.1652937196043586,5505,427,0.067,1.497591630849139,1.745072657085256,True,
2025-01-28,2025-02-27,30,824.0612182617188,820,21.85,22.2,22.029812940620218,13.35,13.55,13.465388858605593,1.004952705197218,0.1857460736750807,4831,425,0.067,1.5887561140142126,1.4852894491211304,True,
2025-01-29,2025-03-06,36,827.4651489257812,830,20.25,20.55,20.381713068674628,17.3,17.6,17.44982482459295,0.9969459625611822,0.1824554991210815,4400,268,0.067,1.4719076801305837,1.7192149664287462,True,
2025-01-30,2025-03-06,35,834.4705200195312,830,23.9,24.25,24.05889547033911,14.15,14.4,14.273002705358692,1.0053861686982304,0.1830920833054365,5278,258,0.067,1.4547633761138254,1.7515585554127258,True,
2025-01-31,2025-03-06,34,838.047119140625,840,20.15,20.45,20.286570006358545,16.9,17.15,17.013255873735318,0.9976751418340774,0.1827018553074798,4639,461,0.067,1.4788108581488633,1.469442426866361,True,
2025-02-01,2025-03-06,33,834.1991577148438,830,22.75,23.1,22.90971507475308,13.6,13.8,13.698001128205703,1.0050592261624625,0.180184095057507,4276,339,0.067,1.5277361541074237,1.4600670428342926,True,
2025-02-03,2025-03-06,31,827.8104858398438,830,17.75,18.0,17.874362191755893,15.25,15.45,15.354247825357447,0.9973620311323419,0.1725906868094253,4052,232,0.067,1.3986513046899447,1.3025711338962531,True,
2025-02-04,2025-03-06,30,848.9744873046875,850,20.15,20.45,20.309674917114023,16.55,16.8,16.667230359680673,0.998793514476103,0.1902487685755026,4049,159,0.067,1.4771285174397577,1.4999492693445304,True,
2025-02-05,2025-03-13,36,857.311767578125,860,22.05,22.35,22.193116964831347,19.05,19.35,19.21701708099738,0.996874148346657,0.1928095861347763,5331,295,0.067,1.3517704632269554,1.5611163727207888,True,
2025-02-06,2025-03-13,35,860.29638671875,860,23.25,23.6,23.436210793261864,17.5,17.75,17.632329422600662,1.0003446357194767,0.1926559399481682,5312,434,0.067,1.4934154803754784,1.4178500980111934,True,
2025-02-07,2025-03-13,34,854.8204345703125,850,25.0,25.4,25.209352236682435,15.0,15.2,15.100506067324034,1.0056710994944853,0.1908579050132015,4244,162,0.067,1.5867127256762819,1.324458922822322,True,
2025-02-10,2025-03-13,31,846.4337158203125,850,19.4,19.7,19.569016099528767,18.15,18.45,18.312186727925166,0.9958043715533088,0.1925678160754456,4702,270,0.067,1.5330356849531381,1.6382532815838742,True,
2025-02-11,2025-03-13,30,839.3544311523438,840,20.35,20.65,20.49746602373108,16.4,16.65,16.529994762791546,0.999231465657552,0.1926251488722535,4785,302,0.067,1.463595547140657,1.5124021730650603,True,
2025-02-12,2025-03-20,36,842.0184326171875,840,23.95,24.3,24.138575458978266,16.45,16.7,16.58753919435412,1.0024028959728422,0.1917801688232732,4265,355,0.067,1.4499612895334304,1.5071554440401393,True,
2025-02-13,2025-03-20,35,837.5291137695312,840,19.8,20.1,19.961290835029956,16.9,17.2,17.05276368456225,0.9970584687732514,0.1788520648245184,4431,174,0.067,1.5029088172671299,1.7592456304991115,True,
2025-02-14,2025-03-20,34,836.1231079101562,840,17.55,17.8,17.671733358001575,16.2,16.45,16.322430455847098,0.9953846522739955,0.1670247350515404,5028,475,0.067,1.4146886156292224,1.5316346464226704,True,
2025-02-17,2025-03-20,31,847.2230834960938,850,17.8,18.05,17.912056689581277,15.75,16.0,15.865859642196426,0.9967330394071691,0.1714836347264227,4712,325,0.067,1.3957079543267354,1.5757103972803752,True,
2025-02-18,2025-03-20,30,850.0350952148438,850,18.65,18.9,18.776085643761803,13.95,14.2,14.073033176172316,1.0000412884880514,0.1683140363687374,5149,434,0.067,1.3314809313466272,1.776447172904319,True,
2025-02-19,2025-03-27,36,852.0823974609375,850,21.05,21.4,21.2312415424002,13.45,13.65,13.550376104889835,1.0024498793658088,0.1610827922926913,5108,362,0.067,1.6485140508670897,1.4759737918110507,True,
2025-02-20,2025-03-27,35,832.2998046875,830,21.8,22.15,21.971482413232934,14.25,14.45,14.356304980283767,1.0027708490210843,0.1749798605820678,4901,392,0.067,1.5929739897258852,1.3931161275458366,True,
2025-02-21,2025-03-27,34,834.9638061523438,830,22.35,22.7,22.52297323888365,12.3,12.5,12.395188701589234,1.0059804893401731,0.1680654359149516,5280,402,0.067,1.5539689022751138,1.6135292879757168,True,
2025-02-24,2025-03-27,31,827.366455078125,830,17.15,17.4,17.268007069420605,15.1,15.3,15.191923464740796,0.9968270543109939,0.1687321836382798,4156,402,0.067,1.4477640586719325,1.3164889914314313,True,
2025-02-25,2025-03-27,30,829.9564819335938,830,18.2,18.45,18.32491718813725,13.7,13.9,13.81031229009767,0.9999475685946912,0.1686733473100631,4495,446,0.067,1.3642626454096016,1.4481931747727814,True,
2025-02-27,2025-04-03,35,839.0091552734375,840,19.75,20.05,19.923574846762563,15.4,15.65,15.53500619238855,0.9988204229445684,0.1706806898814625,5820,528,0.067,1.5057538735261085,1.6092687502273975,True,
2025-02-28,2025-04-03,34,854.6477661132812,850,23.35,23.7,23.510974688126566,13.45,13.7,13.574796975799472,1.005467960133272,0.1750798301726332,4240,296,0.067,1.4886664829627574,1.8416481693662792,True,
2025-03-03,2025-04-03,31,839.428466796875,840,19.85,20.15,19.980363397030885,15.65,15.9,15.785525561232987,0.9993196033296131,0.1829097465907582,5121,418,0.067,1.5014741926294377,1.583729341352844,True,
2025-03-04,2025-04-03,30,843.5971069335938,840,21.75,22.05,21.905561381393795,13.6,13.8,13.695414339204262,1.0042822701590401,0.1822301783816652,5725,299,0.067,1.369515233034911,1.4603428202057709,True,
2025-03-05,2025-04-10,36,833.73046875,830,23.65,24.0,23.835581145851506,14.55,14.75,14.638373077550966,1.0044945406626506,0.1817872989179607,5409,178,0.067,1.468392978792202,1.3662720504556218,True,
2025-03-06,2025-04-10,35,834.3224487304688,830,23.65,24.0,23.83697359948212,14.1,14.3,14.199152123564204,1.0052077695547816,0.1817545348793648,4413,314,0.067,1.4683072015803444,1.408534807286775,True,
2025-03-07,2025-04-10,34,833.3604736328125,830,22.55,22.85,22.702563792180058,14.05,14.3,14.178111774416948,1.004048763413027,0.1795393052406227,4014,133,0.067,1.3214366568736888,1.7632813450596516,True,
2025-03-10,2025-04-10,31,832.4971313476562,830,20.6,20.9,20.74792335407301,13.45,13.65,13.541163479862007,1.003008591985128,0.1753914018123251,4885,477,0.067,1.4459278400076814,1.4769779590759302,True,
2025-03-11,2025-04-10,30,831.510498046875,830,18.3,18.6,18.456799054432054,12.3,12.5,12.388178043111111,1.0018198771649096,0.160749407398913,4014,154,0.067,1.6254172736846335,1.6144424087545013,True,
2025-03-12,2025-04-17,36,844.1644287109375,840,22.55,22.9,22.737730048954973,12.95,13.15,13.040697690580771,1.0049576532273066,0.1660805578936293,4677,427,0.067,1.5392917377699444,1.5336602745147603,True,
2025-03-13,2025-04-17,35,841.9197998046875,840,20.8,21.1,20.949546348767797,13.55,13.75,13.650333163143841,1.0022854759579614,0.1646800452967506,5143,301,0.067,1.432011915702633,1.4651657040870114,True,
2025-03-17,2025-04-17,31,843.79443359375,840,20.55,20.85,20.682931015628753,12.05,12.2,12.122126382955855,1.0045171828497024,0.1643560180859905,5844,291,0.067,1.4504714045282563,1.237406666629907,True,
2025-03-18,2025-04-17,30,843.79443359375,840,20.15,20.45,20.280197837160813,11.8,11.95,11.87272413481503,1.0045171828497024,0.1637207956148435,4477,381,0.067,1.4792755100755965,1.2634000276326263,True,
2025-03-19,2025-04-24,36,860.4197387695312,860,21.4,21.7,21.55744339356471,15.35,15.6,15.47337231832455,1.0004880683366641,0.170893318462791,5748,562,0.067,1.3916306981446425,1.6156788246084801,True,
2025-03-20,2025-04-24,35,872.5803833007812,870,21.4,21.7,21.545634036954652,13.3,13.5,13.393715448774799,1.00296595781699,0.1599770185628915,4225,168,0.067,1.392393463499132,1.493237636449074,True,
2025-03-21,2025-04-24,34,873.3696899414062,870,21.3,21.6,21.44787917131282,12.55,12.75,12.665344416765379,1.0038732068292027,0.1577592822554775,5341,267,0.067,1.3987396963764123,1.5791122090233498,True,
2025-03-24,2025-04-24,31,887.9969482421875,890,18.35,18.65,18.49735314330519,15.35,15.55,15.450321300354233,0.9977493800474017,0.1642835982162876,5702,424,0.067,1.6218536656341949,1.294471461868017,True,
2025-03-25,2025-04-24,30,898.5789184570312,900,18.65,18.95,18.803058146029684,15.15,15.4,15.281596715502985,0.9984210205078125,0.1655995959589142,5424,383,0.067,1.5954851475229122,1.6359547019479854,True,
2025-03-26,2025-05-01,36,891.2283325195312,890,21.9,22.25,22.07525770410956,14.85,15.1,14.98499989146103,1.0013801488983498,0.1646705628410383,5447,528,0.067,1.5854854547625277,1.6683350137523767,True,
2025-03-27,2025-05-01,35,900.5029296875,900,21.3,21.6,21.44239346808797,15.05,15.3,15.175806586727504,1.000558810763889,0.1636237640325474,4142,334,0.067,1.399097542195936,1.6473588970133926,True,
2025-03-28,2025-05-01,34,901.908935546875,900,21.75,22.05,21.895698525581622,14.3,14.5,14.387268344422864,1.0021210394965279,0.1636197237153953,5005,359,0.067,1.370132127319431,1.3901179515952247,True,
2025-04-01,2025-05-01,30,872.1363525390625,870,22.65,23.0,22.817211379156845,15.8,16.0,15.903067299048757,1.0024555776311064,0.1928917390267044,5524,349,0.067,1.5339297786394737,1.2576190255571784,True,
2025-04-02,2025-05-08,36,886.4676513671875,890,22.9,23.25,23.07897426609253,20.6,20.9,20.74939760578775,0.9960310689518961,0.1974228324089594,5174,302,0.067,1.5165318699376473,1.4458251063458172,True,
2025-04-03,2025-05-08,35,885.456298828125,890,21.7,22.05,21.86161327303944,20.55,20.85,20.70569788654126,0.9948947177844101,0.1946833705118795,5704,387,0.067,1.600979743025802,1.4488765442434146,True,
2025-04-04,2025-05-08,34,896.5316162109375,900,22.4,22.75,22.581199134779467,20.3,20.6,20.450088289558153,0.996146240234375,0.1972097873204855,5753,274,0.067,1.5499619746098112,1.466986331561127,True,
2025-04-07,2025-05-08,31,867.1289672851562,870,23.2,23.55,23.387752586775207,21.15,21.5,21.322186725591678,0.9966999623967313,0.2218932172050965,5258,401,0.067,1.4965097595478745,1.6414826701612102,True,
2025-04-08,2025-05-08,30,872.7777099609375,870,24.7,25.1,24.89730409044597,17.2,17.45,17.34180258846277,1.0031927700700431,0.2103414411026378,5375,417,0.067,1.6065996484876333,1.4416033092564502,True,
2025-04-09,2025-05-15,36,870.7303466796875,870,26.05,26.45,26.259269983862396,19.65,19.95,19.79872666932971,1.0008394789421695,0.2105856850902966,5219,363,0.067,1.5232715922636773,1.5152489602512265,True,
2025-04-11,2025-05-15,34,891.3269653320312,890,26.9,27.3,27.09274010032169,20.1,20.4,20.228496741054244,1.001490972283181,0.2174243789238931,4018,363,0.067,1.4764102800929044,1.4830563231677993,True,
2025-04-15,2025-05-15,30,920.01416015625,920,26.9,27.3,27.09605225847065,21.85,22.2,22.029514840425236,1.0000153914741847,0.233324990893825,5354,471,0.067,1.4762298071482198,1.5887776128311766,True,
2025-04-16,2025-05-22,36,926.476806640625,930,28.05,28.5,28.26847964100972,25.45,25.85,25.666290390722736,0.9962116200436828,0.2325275402237625,4457,216,0.067,1.5918790317508769,1.5584644056882682,True,
2025-04-17,2025-05-22,35,940.6353759765624,940,29.95,30.4,30.183981005950955,23.35,23.7,23.528785293578608,1.00067593188996,0.2308477808861633,5672,520,0.067,1.4908570208524814,1.487539605776073,True,
2025-04-21,2025-05-22,31,950.6994018554688,950,27.5,27.9,27.70922955657892,21.45,21.8,21.61928902613795,1.0007362124794408,0.2228079221766337,5150,331,0.067,1.4435623306784717,1.61892465370553,True,
2025-04-22,2025-05-22,30,967.7686767578124,970,26.4,26.8,26.581390358138094,23.3,23.65,23.48575061778058,0.9976996667606314,0.2262920596614882,4378,318,0.067,1.5048121810435664,1.4902653344833698,True,
2025-04-23,2025-05-29,36,949.1207885742188,950,30.05,30.5,30.293282717621537,24.75,25.1,24.915382875468424,0.9990745142886513,0.2321417873831791,5095,397,0.067,1.4854778341280104,1.4047546519728977,True,
2025-04-24,2025-05-29,35,945.6181030273438,950,27.85,28.25,28.058024330522073,26.15,26.55,26.356060931881075,0.9953874768708881,0.2330869684867235,5485,234,0.067,1.4256171257392156,1.5176774747707091,True,
2025-04-25,2025-05-29,34,942.8554077148438,940,31.0,31.5,31.253627783525474,22.4,22.7,22.54985900620744,1.0030376677817487,0.2334951901166539,5810,389,0.067,1.5998142790436696,1.330385258362005,True,
2025-04-28,2025-05-29,31,947.29541015625,950,26.8,27.2,26.98433080892289,24.1,24.5,24.2983819777005,0.9971530633223684,0.2329867736093109,4509,384,0.067,1.4823417442975122,1.6462001476768822,True,
2025-04-29,2025-05-29,30,941.6715087890624,940,28.5,28.95,28.710116448297015,21.7,22.05,21.87639610913942,1.001778200839428,0.234369358328807,4655,344,0.067,1.567391761751951,1.5998978911054733,True,
2025-04-30,2025-06-05,36,949.6633911132812,950,30.4,30.85,30.626798576660235,24.5,24.9,24.706296195444793,0.9996456748560856,0.2324522355920321,4509,396,0.067,1.4693014644466769,1.6190204992108381,True,
2025-05-02,2025-06-05,34,948.1340942382812,950,28.6,29.05,28.815899099055798,24.6,24.95,24.771227191252763,0.998035888671875,0.232213264084125,4616,305,0.067,1.5616378945980705,1.4129295948792968,True,
2025-05-05,2025-06-05,31,955.4847412109376,960,26.05,26.45,26.26839211850927,25.15,25.55,25.336369720231232,0.99529660542806,0.2324027970822776,4519,295,0.067,1.522742610950101,1.5787581426103043,True,
2025-05-06,2025-06-05,30,952.9686889648438,950,29.35,29.8,29.57837554712694,21.25,21.55,21.392557888038027,1.0031249357524672,0.2329363500388725,5831,500,0.067,1.5213817245744907,1.4023568456381286,True,
2025-05-07,2025-06-12,36,959.8259887695312,960,30.35,30.8,30.571827081546814,24.25,24.6,24.422862714945154,0.9998187383015951,0.2285251305205061,5715,384,0.067,1.471943429483872,1.4330834353248234,True,
2025-05-08,2025-06-12,35,951.3900756835938,950,30.5,30.95,30.717425289268817,23.05,23.4,23.243489234377876,1.0014632375616777,0.2290982241385761,4703,208,0.067,1.4649665320654577,1.5057980171167096,True,
2025-05-09,2025-06-12,34,932.248779296875,930,30.95,31.4,31.185250265177046,23.0,23.3,23.150326512875324,1.0024180422547042,0.2387494563767439,4179,379,0.067,1.4429898627508884,1.2958780509344099,True,
2025-05-12,2025-06-12,31,965.5486450195312,970,28.8,29.25,29.0197021002337,27.75,28.2,27.967033380993882,0.9954109742469395,0.2539884396868228,5506,201,0.067,1.5506706390220848,1.6090373042777388,True,
2025-05-13,2025-06-12,30,948.4794311523438,950,29.75,30.2,29.95539795277847,26.05,26.45,26.258838106189614,0.9983994012129934,0.2593062228801998,4778,139,0.067,1.5022334228688161,1.5232966454281631,True,
2025-05-14,2025-06-19,36,942.5594482421876,940,34.7,35.25,34.97718807958381,26.05,26.4,26.226492898597996,1.002722817278923,0.258711904158961,5519,546,0.067,1.5724534480833015,1.3345284150390844,True,
2025-05-15,2025-06-19,35,954.0047607421876,950,35.45,35.95,35.69424782565807,25.4,25.8,25.60562671217332,1.0042155376233555,0.2592485807971457,5569,553,0.067,1.4007859261866429,1.5621566482098086,True,
2025-05-16,2025-06-19,34,954.44873046875,950,35.15,35.7,35.42453757312501,24.9,25.25,25.065229434853393,1.0046828741776315,0.2592813465811828,5474,439,0.067,1.552596131606992,1.3963566577743898,True,
2025-05-19,2025-06-19,31,956.4220581054688,960,27.0,27.4,27.213341368868157,25.15,25.55,25.34400207605887,0.9962729771931966,0.2365075957905793,4679,314,0.067,1.4698672778844988,1.5782826989974912,True,
2025-05-20,2025-06-19,30,944.6807861328124,940,30.5,30.95,30.709419714596265,20.7,21.0,20.866422031688558,1.0049795597157578,0.2371638577866103,5313,355,0.067,1.465348431139886,1.4377165358987232,True,
2025-05-21,2025-06-26,36,950.5514526367188,950,31.45,31.9,31.681364201565145,24.7,25.05,24.872800296912146,1.000580476459704,0.2372403190637549,4653,388,0.067,1.4203933805911302,1.4071596113906502,True,
2025-05-22,2025-06-26,35,947.1474609375,950,28.95,29.4,29.191597960282138,25.75,26.15,25.960276651484946,0.9969973273026316,0.2358729869985733,5060,243,0.067,1.5415394546481005,1.540815629085826,True,
2025-05-23,2025-06-26,34,953.906005859375,950,29.4,29.85,29.63401748996239,19.65,19.95,19.81743396106566,1.0041115851151317,0.2113095302461783,5573,179,0.067,1.5185251211801656,1.5138185932113915,True,
2025-05-26,2025-06-26,31,957.1620483398438,960,24.6,24.95,24.781501962443087,22.0,22.35,22.172172435258915,0.9970438003540039,0.2110781413068211,4482,299,0.067,1.4123437737165025,1.5785552860098633,True,
2025-05-27,2025-06-26,30,950.3048095703124,950,25.7,26.1,25.904990633073453,20.25,20.55,20.383052368515962,1.0003208521792761,0.2126201324962091,5296,311,0.067,1.5441040132603392,1.4718109661700434,True,
2025-05-28,2025-07-03,36,948.9234619140624,950,26.65,27.05,26.844262674883055,21.5,21.85,21.663689492886306,0.9988668020148025,0.2038519178997829,4460,289,0.067,1.490076314795801,1.615606612691392,True,
2025-05-29,2025-07-03,35,950.896728515625,950,24.95,25.35,25.151068360822478,18.05,18.3,18.170479473900286,1.0009439247532894,0.1835569856872603,5436,223,0.067,1.5903896974137184,1.3758580248754304,True,
2025-05-30,2025-07-03,34,959.4807739257812,960,24.1,24.45,24.29242664091248,18.7,19.0,18.838858438561772,0.9994591395060222,0.1842010728934695,4705,348,0.067,1.4407782523074073,1.5924531785106604,True,
2025-06-02,2025-07-03,31,953.1660766601562,950,24.3,24.65,24.491011097804517,15.8,16.05,15.934395762676104,1.0033327122738487,0.1805941480087382,4236,232,0.067,1.429095755182494,1.5689330409728302,True,
2025-06-03,2025-07-03,30,949.466064453125,950,21.6,21.9,21.750524901212373,16.95,17.2,17.06733175384204,0.9994379625822368,0.1783584822392786,5030,134,0.067,1.379277058197686,1.4647866673343495,True,
2025-06-04,2025-07-10,36,957.6553955078124,960,22.5,22.85,22.671833550252416,18.55,18.85,18.693462445369676,0.9975577036539712,0.1722482600409639,5591,233,0.067,1.5437657445050565,1.6048391295980056,True,
2025-06-05,2025-07-10,35,961.7993774414062,960,23.35,23.7,23.50226227767928,15.45,15.65,15.554983829488492,1.0018743515014648,0.1628580470759457,4706,354,0.067,1.4892183393443028,1.2857615423607793,True,
2025-06-06,2025-07-10,34,976.1552734375,980,20.9,21.2,21.03462892804015,18.65,18.9,18.782127999875513,0.996076809630102,0.1675404736979202,4305,255,0.067,1.426219597342583,1.3310525836138323,True,
2025-06-09,2025-07-10,31,976.2539672851562,980,19.7,20.0,19.87302711973689,17.9,18.2,18.058293622503925,0.9961775176379145,0.167144020977601,5763,263,0.067,1.5095838102191075,1.6612865327770838,True,
2025-06-10,2025-07-10,30,969.5447387695312,970,21.0,21.3,21.160594032028825,16.15,16.4,16.28889227995245,0.99953065852529,0.1683848238263992,4390,248,0.067,1.4177295757667228,1.5347882207293337,True,
2025-06-11,2025-07-17,36,962.194091796875,960,24.65,25.0,24.826446564978255,16.2,16.45,16.30937917103273,1.0022855122884116,0.1690269758394799,5604,422,0.067,1.4097869346059917,1.5328603092631985,True,
2025-06-12,2025-07-17,35,958.74072265625,960,22.2,22.55,22.366188222718392,17.35,17.6,17.477564559683856,0.9986882527669271,0.1678399699513614,5910,583,0.067,1.5648620878746335,1.4304052440846606,True,
2025-06-13,2025-07-17,34,946.0127563476562,950,20.65,20.95,20.813032103133537,18.75,19.05,18.8896980859555,0.9958029014185855,0.1724080378076863,5256,203,0.067,1.4414045897466028,1.5881672572789867,True,
2025-06-16,2025-07-17,31,954.7940673828124,950,24.45,24.8,24.6289586891902,14.35,14.55,14.444352631405536,1.0050463867187498,0.1730589583396564,4347,231,0.067,1.4210913437993566,1.3846241856845312,True,
2025-06-17,2025-07-17,30,951.9327392578124,950,22.4,22.75,22.56585304779776,15.3,15.55,15.415985095740098,1.0020344623766446,0.1731100007355041,4764,468,0.067,1.5510160385191312,1.6216933166929601,True,
2025-06-18,2025-07-24,36,954.0540771484376,950,25.8,26.2,26.00347877004708,15.55,15.8,15.692290353675048,1.0042674496299344,0.1719104813482818,5687,316,0.067,1.5382557216181054,1.5931390151817537,True,
2025-06-19,2025-07-24,35,954.7447509765624,950,25.6,26.0,25.8110393114747,14.85,15.1,14.982427963615237,1.0049944747121708,0.1699632904082046,5681,260,0.067,1.549724500331036,1.668621405069485,True,
2025-06-20,2025-07-24,34,969.2486572265624,970,21.85,22.2,22.03586686676067,16.65,16.9,16.752198756581265,0.9992254198211984,0.1638234002721372,5379,169,0.067,1.58831963415038,1.4923414151935432,True,
2025-06-23,2025-07-24,31,961.2073364257812,960,18.0,18.3,18.16022541973416,11.4,11.6,11.505607806612431,1.0012576421101889,0.1310357267101841,5707,155,0.067,1.6519618730833587,1.7382827866343276,True,
2025-06-24,2025-07-24,30,967.3740234375,970,14.65,14.9,14.768277738130223,12.0,12.15,12.067291318085267,0.9972928076675258,0.121055478760151,5198,278,0.067,1.6928175677149198,1.2430295751225888,True,
2025-06-25,2025-07-31,36,976.8953247070312,980,16.5,16.75,16.643133745271598,13.2,13.4,13.293104782897558,0.9968319639867665,0.1220214504414024,5792,240,0.067,1.5021209576653574,1.5045394079591854,True,
2025-06-26,2025-07-31,35,997.41796875,1000,17.95,18.25,18.09993382161258,14.15,14.4,14.277901522878494,0.99741796875,0.1310594658012107,5694,547,0.067,1.6574646236649762,1.7509575871454728,True,
2025-06-27,2025-07-31,34,1004.9491577148438,1000,22.1,22.45,22.280955625935235,11.05,11.2,11.110137206331672,1.0049491577148437,0.1321743276399419,5335,137,0.067,1.5708482431184179,1.350118339803342,True,
2025-06-30,2025-07-31,31,998.2658081054688,1000,17.5,17.75,17.614304519474217,13.55,13.8,13.67424517719246,0.9982658081054687,0.1343828804085204,4580,273,0.067,1.4193009989330108,1.8282544795743452,True,
2025-07-01,2025-07-31,30,1003.5526123046876,1000,19.45,19.75,19.61728352984653,10.5,10.65,10.572956810163987,1.0035526123046876,0.1282491344063593,4585,371,0.067,1.5292637206551485,1.4187138252168254,True,
2025-07-02,2025-08-07,36,990.5350341796876,990,20.3,20.6,20.42933062816587,13.25,13.45,13.373727863999363,1.000540438565341,0.1347683668183671,4795,155,0.067,1.4684768946193048,1.4954693413373377,True,
2025-07-03,2025-08-07,35,991.0836181640624,990,20.15,20.45,20.3202076775284,12.8,13.0,12.896566600219387,1.0010945638020832,0.1339758383831341,4139,382,0.067,1.476362863809522,1.5508003502001613,True,
2025-07-04,2025-08-07,34,992.1809692382812,990,20.35,20.65,20.504398172148967,12.05,12.25,12.163984836155464,1.0022029992305872,0.132921446455754,5517,257,0.067,1.4631007332245713,1.6441980378463796,True,
2025-07-07,2025-08-07,31,991.2332763671876,990,18.8,19.1,18.934342035268628,12.0,12.15,12.08355694363621,1.00124573370423,0.1329250552461003,5256,193,0.067,1.5844226297443902,1.2413563382013741,True,
2025-07-08,2025-08-07,30,998.2159423828124,1000,16.8,17.05,16.915279679035507,13.1,13.3,13.207622881228076,0.9982159423828124,0.1315357159972223,5687,212,0.067,1.4779536888760136,1.514277033789782,True,
2025-07-09,2025-08-14,36,1003.1036987304688,1000,21.6,21.9,21.745737056846224,11.95,12.15,12.055605412762532,1.0031036987304687,0.131523041431465,4418,237,0.067,1.3795807390467272,1.6589793142057663,True,
2025-07-10,2025-08-14,35,1000.6099243164062,1000,19.85,20.15,20.020130670691174,12.9,13.1,13.006142805550951,1.0006099243164062,0.1321192688806697,5361,219,0.067,1.4984917178347266,1.537734922567822,True,
2025-07-11,2025-08-14,34,989.3878784179688,990,19.05,19.35,19.190651657626404,13.55,13.75,13.6433291419454,0.9993816953716856,0.1354192854193878,5017,179,0.067,1.563261140643862,1.4659178703320597,True,
2025-07-14,2025-08-14,31,989.0387573242188,990,17.65,17.9,17.761383272208946,13.0,13.2,13.105117223545449,0.9990290478022411,0.1335594728927069,4660,131,0.067,1.4075480280366026,1.5261214118761726,True,
2025-07-15,2025-08-14,30,995.2732543945312,1000,15.45,15.7,15.566844744929654,14.7,14.9,14.801875935403473,0.9952732543945313,0.1334245046440028,5984,249,0.067,1.6059773454182396,1.3511800860432588,True,
2025-07-16,2025-08-21,36,995.6722412109376,1000,17.45,17.7,17.573748594574,15.2,15.45,15.315074470021557,0.9956722412109376,0.1317825193964461,4664,155,0.067,1.4225763994210603,1.6323786116049368,True,
2025-07-17,2025-08-21,35,990.98388671875,990,19.95,20.25,20.095332670778816,12.7,12.85,12.771423038782302,1.0009938249684343,0.1325834330152299,5415,247,0.067,1.492883969202655,1.174497153093303,True,
2025-07-18,2025-08-21,34,976.2705078125,980,16.95,17.2,17.083847711353883,14.6,14.85,14.716112408189304,0.9961943957270408,0.1336941571301975,5464,139,0.067,1.463370572156591,1.698818227705835,True,
2025-07-21,2025-08-21,31,997.7670288085938,1000,18.75,19.05,18.895540634449844,15.35,15.55,15.454260589043201,0.9977670288085938,0.1478464114673875,4889,444,0.067,1.5876761919849425,1.2941415012879849,True,
2025-07-22,2025-08-21,30,1001.058837890625,1000,20.0,20.3,20.165019738768024,13.5,13.7,13.614467433148093,1.001058837890625,0.1462218679620376,5648,346,0.067,1.4877248020900231,1.4690255126178888,True,
